cpg,Trophoblasts,Stromal,Hofbauer,Endothelial,nRBC,Syncytiotrophoblast
cg03013917,0.922733734,0.907270968,0.95476538,0.150786856,0.941520962,0.946881439
cg12483545,0.824771237,0.619308407,0.944280268,0.049760228,0.966930944,0.914208615
cg02818160,0.895679995,0.932393677,0.908050596,0.117970017,0.796090099,0.934361746
cg08841544,0.879183359,0.668347779,0.957053244,0.081607753,0.935479471,0.943182783
cg01525669,0.941084197,0.978220064,0.95641725,0.188355025,0.975344387,0.972353721
cg03551062,0.895076677,0.917480609,0.932574137,0.136174483,0.872363056,0.915133024
cg26521186,0.906102756,0.934964879,0.933749562,0.156549853,0.926796457,0.924700922
cg07625619,0.89311638,0.899652958,0.926161619,0.119142612,0.782607986,0.907329762
cg25137155,0.852692298,0.921020497,0.926112689,0.129169343,0.88024277,0.898878755
cg03301165,0.901482769,0.919075923,0.936458568,0.149456817,0.902161995,0.922738067
cg19547972,0.878167464,0.938007562,0.955179341,0.157679427,0.919389513,0.946224895
cg08943107,0.928408002,0.954259718,0.897044748,0.142756664,0.789124635,0.957155531
cg16393713,0.897666434,0.92203461,0.938743572,0.153119982,0.903495687,0.935987762
cg08780218,0.839693577,0.907505724,0.8981677,0.114665898,0.861186953,0.889333326
cg16492584,0.910817389,0.936617684,0.938035113,0.164070296,0.923326765,0.93887825
cg06261500,0.90861857,0.932086725,0.944133862,0.160178599,0.90058264,0.926252299
cg00132008,0.917124158,0.923174217,0.937910857,0.165385585,0.942853158,0.931922597
cg26209730,0.849944794,0.896585712,0.644130633,0.053936288,0.87520856,0.905706039
cg00097800,0.905725641,0.927057101,0.951818848,0.164649349,0.917619369,0.927673253
cg01833196,0.097142358,0.090084324,0.093696031,0.879965552,0.029459869,0.059579811
cg05232694,0.086378177,0.049023775,0.095281566,0.895955262,0.233748685,0.055294151
cg11751645,0.09856223,0.104903256,0.049096706,0.869072772,0.046600684,0.071080342
cg23735712,0.075611184,0.17724917,0.029840125,0.86950121,0.025251551,0.039479819
cg00585901,0.06043703,0.041323087,0.032016572,0.829200155,0.021102064,0.031199575
cg04855216,0.111278713,0.073127123,0.066903228,0.857592888,0.083990355,0.079065986
cg27592331,0.093531119,0.091811616,0.070333341,0.856684886,0.070386071,0.091448177
cg04917391,0.113065076,0.073631834,0.044106252,0.852209354,0.143939412,0.051419511
cg04707519,0.120791581,0.081114947,0.064529847,0.854164064,0.075118067,0.112161131
cg03717588,0.11674329,0.275916977,0.056707236,0.888354766,0.052980115,0.065727329
cg06485940,0.140666154,0.165461314,0.081474054,0.872166959,0.049960909,0.105065699
cg09210519,0.041631786,0.088756986,0.054770498,0.810422576,0.022244625,0.036609633
cg00714725,0.034562301,0.028304463,0.021742753,0.780566099,0.020828877,0.023562491
cg23929284,0.07858639,0.040333442,0.078626042,0.805346476,0.01858358,0.038792355
cg06550177,0.080046765,0.111396484,0.374545601,0.91421401,0.033850907,0.246732949
cg18675043,0.034314302,0.02636906,0.029029911,0.771862973,0.025173897,0.025624512
cg01517680,0.133596516,0.093638359,0.068045613,0.840883278,0.091207357,0.121009161
cg21927177,0.081566225,0.036845458,0.03282445,0.790696059,0.030441144,0.12823924
cg11837293,0.131287715,0.101893508,0.065861118,0.884108664,0.405790001,0.148462179
cg24361265,0.126765584,0.167460632,0.281367855,0.940017683,0.401678482,0.061841154
cg09455881,0.261159396,0.10019491,0.04791798,0.865755686,0.116101327,0.310566392
cg24406240,0.067540095,0.052456566,0.038889886,0.826489679,0.416633815,0.038398797
cg16269733,0.079952245,0.263698966,0.041693487,0.832115715,0.064883785,0.045186489
cg18563999,0.07842107,0.112500278,0.035350683,0.782831614,0.019145548,0.041114439
cg13974464,0.075010212,0.033593961,0.202662734,0.827376138,0.170449025,0.039840907
cg12110262,0.148460191,0.260686952,0.127435329,0.875035133,0.114852834,0.088080675
cg14375937,0.059036206,0.032925712,0.027038035,0.744910067,0.021343434,0.039250796
cg14447606,0.125847332,0.076918939,0.059391412,0.785479841,0.024520872,0.102966779
cg15141467,0.035057658,0.026116477,0.025052237,0.734398811,0.025757397,0.030469059
cg24338833,0.135728764,0.098953536,0.114731091,0.81507997,0.064889612,0.129787582
cg24458609,0.160270464,0.306262574,0.089666813,0.864187174,0.053779835,0.114765205
cg07000334,0.052564724,0.067645893,0.033234771,0.748780559,0.035321885,0.038747007
cg01280080,0.102806425,0.083665407,0.180205832,0.82596195,0.172839422,0.096734443
cg12455762,0.14729496,0.189634059,0.059184692,0.815012313,0.05785296,0.085273533
cg18813353,0.046701451,0.095917162,0.034114469,0.749380274,0.032140613,0.031107607
cg17344048,0.136569691,0.324574242,0.064529964,0.867318937,0.139053874,0.1938327
cg01131038,0.055252374,0.03600836,0.035957352,0.733765947,0.016994509,0.041436455
cg08478871,0.089303041,0.062825781,0.038899299,0.753733749,0.031496279,0.062437513
cg24452821,0.111223424,0.523975346,0.054185796,0.880578807,0.025424672,0.062283937
cg26828839,0.155006561,0.080103058,0.056879309,0.786312212,0.027747129,0.204370346
cg17655624,0.062917874,0.064108511,0.035427583,0.741324924,0.037906646,0.042218229
cg04120686,0.186732981,0.156807237,0.075400541,0.816463482,0.034063601,0.173372037
cg27071152,0.115907346,0.039438794,0.039661527,0.751884251,0.046837818,0.073603483
cg01425666,0.480083118,0.256938779,0.143125996,0.944712819,0.039846636,0.340796551
cg15627089,0.068241428,0.027834774,0.031727356,0.724254145,0.021451215,0.065148686
cg07990843,0.163376087,0.101737959,0.080441695,0.781433202,0.026438023,0.13177942
cg24368383,0.170378684,0.467970561,0.06508105,0.875526025,0.022031451,0.171017785
cg25736251,0.118116024,0.286166752,0.055237437,0.808239924,0.048472869,0.058453673
cg05020685,0.17239712,0.385941218,0.072822978,0.8527646,0.03586687,0.130722857
cg21878746,0.31659469,0.151856826,0.067792399,0.855533241,0.054557067,0.493646213
cg07116712,0.977965131,0.965955237,0.739343786,0.979239852,0.027404273,0.982714448
cg25574765,0.971233311,0.976306101,0.894281404,0.784353085,0.025223639,0.975223436
cg00903584,0.944095138,0.94365604,0.770208004,0.949357101,0.034927482,0.950930558
cg18440839,0.95663756,0.897434869,0.679155567,0.974986897,0.018707813,0.98116431
cg26769700,0.948884165,0.959855899,0.856180257,0.955906463,0.067495177,0.961624537
cg01681367,0.94553082,0.947878446,0.634080325,0.952053147,0.015152712,0.964105958
cg14083015,0.94732157,0.950381488,0.767530271,0.88868754,0.045609528,0.952209161
cg27284288,0.944022833,0.909834478,0.779563948,0.953981928,0.059313477,0.957929403
cg26427109,0.947843736,0.939062361,0.603674989,0.952248366,0.026896215,0.955163424
cg08578703,0.924513603,0.941970497,0.772178854,0.819357137,0.038974332,0.931157462
cg10836110,0.957415358,0.963890229,0.510732631,0.927471007,0.021574953,0.97678789
cg00713294,0.908181458,0.896513906,0.839736903,0.91884655,0.066096569,0.918325003
cg22136363,0.975828777,0.97707139,0.784146273,0.98274114,0.10977963,0.982755908
cg18723409,0.96775976,0.967500498,0.727146569,0.971432702,0.092024027,0.971316135
cg24904788,0.800591676,0.869648178,0.79015954,0.907575749,0.020637951,0.79423276
cg08858130,0.927073003,0.948376765,0.793571269,0.922359584,0.085291744,0.941647197
cg21937128,0.920992765,0.876658336,0.82845668,0.927368045,0.077871423,0.937654374
cg00446123,0.973652584,0.959042685,0.969848373,0.979860265,0.158046162,0.980717407
cg03052794,0.727131552,0.92637042,0.860881477,0.938072337,0.035682602,0.584606326
cg16087093,0.950399066,0.956972558,0.388215658,0.979081984,0.019534691,0.966872952
cg26769927,0.948979824,0.866738906,0.56537388,0.932866045,0.029625072,0.965728712
cg05711036,0.932840827,0.963363855,0.654074183,0.954313828,0.075749329,0.962474707
cg07380416,0.919532825,0.851348334,0.635431402,0.92138947,0.034477628,0.937459228
cg08480068,0.956614004,0.849083673,0.502515915,0.930227149,0.0170546,0.977697078
cg14999168,0.8996073,0.886140584,0.699640216,0.884841308,0.045949284,0.906184759
cg26247093,0.942807915,0.959790109,0.667713592,0.959561689,0.086852484,0.949275545
cg24216596,0.941678834,0.893332026,0.747922951,0.769716194,0.052190684,0.961808902
cg21201401,0.959828013,0.858416257,0.940852486,0.968184593,0.142325396,0.97185428
cg27125093,0.867170278,0.829486931,0.703603083,0.88896783,0.035158438,0.880846178
cg00240653,0.860247983,0.891246885,0.708253389,0.886781297,0.049749234,0.877118479
cg09050670,0.958744512,0.969790173,0.721687684,0.769826601,0.073100661,0.970024504
cg03167633,0.893472642,0.936244851,0.890576904,0.687218194,0.067895749,0.910172915
cg14082893,0.86919678,0.851947813,0.706525307,0.917046113,0.036216331,0.619819706
cg02030929,0.89788158,0.916473393,0.480609652,0.898619262,0.023844399,0.923996016
cg24706505,0.89112556,0.918142339,0.740931599,0.896580824,0.084955852,0.896648653
cg09897970,0.946236793,0.950849826,0.342609356,0.922491044,0.023544691,0.973996585
cg17006136,0.947220063,0.956201345,0.283546212,0.958008031,0.018812764,0.960996812
cg10576280,0.730119776,0.892799683,0.774716615,0.886674088,0.052658664,0.959157985
cg10491452,0.926035544,0.831033928,0.703998218,0.923589903,0.075072204,0.935550449
cg18384097,0.916555305,0.930664816,0.73215362,0.927493019,0.103543489,0.927945696
cg18087306,0.957941139,0.921416579,0.686071282,0.942077943,0.10869825,0.968641148
cg13555415,0.953847887,0.943919576,0.691670471,0.943720952,0.114824149,0.960816325
cg21939215,0.910185737,0.816116726,0.642104672,0.918449584,0.05538466,0.917399143
cg14106719,0.858716945,0.858688039,0.650630002,0.770099806,0.019858917,0.890555774
cg25045219,0.891616658,0.932477667,0.835575184,0.920112554,0.126251086,0.898402803
cg22210337,0.827632832,0.966514755,0.408117588,0.935634473,0.017354087,0.802495314
cg21225548,0.891834943,0.85665792,0.645423691,0.856185243,0.050097257,0.901215741
cg20784693,0.938706264,0.649094739,0.841155019,0.954060747,0.087461655,0.975312314
cg15836722,0.891864333,0.809572207,0.771675435,0.924143545,0.086257832,0.897470325
cg03699843,0.935576579,0.940846395,0.641763618,0.924943142,0.09973184,0.939101416
cg10095954,0.031923984,0.060544402,0.220659801,0.028640562,0.959256667,0.025095456
cg22434923,0.041106459,0.042159792,0.075094033,0.040247208,0.925523387,0.038911273
cg17601191,0.045563847,0.048584148,0.071209993,0.036541798,0.926091454,0.040856867
cg20918393,0.023565977,0.034649145,0.055864691,0.016612956,0.896478041,0.468961206
cg03062944,0.033890382,0.028706467,0.222124994,0.088894024,0.917236939,0.039218915
cg06617636,0.041350864,0.042232255,0.235901771,0.037997843,0.941984266,0.569791114
cg07904475,0.072645576,0.06735734,0.293078231,0.034597885,0.935436195,0.046860104
cg18356785,0.076952738,0.031365528,0.477025451,0.026528767,0.967694047,0.035911182
cg18856478,0.030636236,0.028144069,0.446999621,0.080282231,0.956611529,0.029434826
cg26256263,0.036684049,0.149303607,0.334458766,0.075390888,0.953923198,0.019538677
cg07795766,0.087237174,0.047455796,0.229952182,0.165531489,0.945587248,0.15490963
cg12050271,0.130867328,0.014081936,0.234162656,0.017827719,0.904964244,0.18182085
cg25139229,0.039270935,0.057934095,0.585270356,0.081575172,0.975749264,0.034489138
cg03729251,0.120534983,0.067449059,0.505143036,0.055654726,0.969886888,0.102900662
cg20061654,0.08548202,0.047874434,0.315032992,0.174300051,0.941573644,0.181790043
cg02190353,0.052037013,0.045690353,0.065307813,0.044562775,0.835772833,0.051396226
cg21935981,0.075602213,0.030066482,0.246057621,0.11767659,0.903306647,0.187793894
cg02792168,0.323574299,0.027735827,0.149037914,0.0427863,0.924802564,0.280004321
cg16402452,0.059321026,0.05824665,0.338381425,0.057619635,0.902812029,0.057258046
cg19458020,0.02924521,0.035277617,0.344682462,0.023441625,0.880091805,0.021534828
cg23478547,0.020300122,0.042877311,0.045711119,0.017644205,0.804840057,0.016635087
cg06482498,0.05746947,0.060618389,0.245372909,0.067708145,0.87637989,0.053041105
cg05485060,0.050081639,0.046471546,0.283853376,0.139288766,0.902510638,0.149881907
cg01089914,0.057286544,0.174058174,0.439268962,0.072068091,0.941401256,0.059369619
cg27500148,0.102605522,0.018026801,0.570869007,0.020838001,0.934676757,0.069526315
cg22507723,0.057914074,0.036163524,0.365261741,0.033802221,0.881506378,0.137264204
cg24729879,0.064012409,0.041355474,0.162367491,0.051019363,0.839714685,0.123027097
cg15408497,0.086726308,0.043621831,0.239433513,0.035826324,0.86533513,0.219914695
cg24757533,0.031363286,0.031960555,0.280310171,0.018019698,0.84310604,0.029041877
cg02772995,0.060898677,0.050241194,0.253561466,0.049275066,0.856459093,0.059416016
cg04392266,0.026079682,0.030872511,0.598199497,0.03212429,0.917997038,0.023042035
cg07776993,0.031058959,0.102102556,0.673124461,0.125553833,0.974457901,0.02420447
cg08614871,0.02881422,0.031355455,0.127459486,0.030669612,0.805956475,0.030794881
cg08169020,0.016967313,0.017782642,0.054881042,0.016975854,0.776293097,0.024364527
cg21921272,0.058646262,0.043121481,0.587572045,0.044987052,0.921534436,0.055017267
cg20806180,0.088896085,0.084732288,0.443903184,0.068594285,0.908927101,0.038776465
cg25066665,0.09541845,0.026741899,0.575902804,0.030388983,0.919406056,0.064378978
cg24006721,0.048350736,0.112163259,0.319093333,0.074131322,0.876885875,0.050193208
cg09074856,0.15927403,0.046757356,0.418922981,0.042535711,0.912764426,0.211993718
cg07996594,0.130526452,0.042105522,0.286932802,0.036484606,0.869887609,0.194958264
cg00583861,0.054681214,0.066258358,0.523014596,0.081576404,0.915694224,0.101326755
cg14266527,0.094417433,0.056833296,0.337618925,0.046217164,0.86948376,0.07916238
cg04904276,0.040073463,0.033504405,0.453410442,0.038836012,0.872994703,0.039255913
cg16563470,0.276953768,0.094310122,0.372719005,0.049058262,0.951522456,0.456368062
cg03577139,0.035061792,0.029510502,0.427834101,0.069578955,0.870674608,0.031909707
cg15000222,0.050950004,0.033975552,0.704383169,0.033000727,0.931531558,0.035157496
cg04985582,0.102020704,0.073703696,0.126230822,0.075607526,0.830688803,0.094816784
cg14216068,0.111586241,0.160921046,0.504672036,0.085306526,0.950674288,0.236572768
cg20821842,0.045570161,0.172951946,0.446982067,0.244673948,0.948436023,0.038197056
cg00892742,0.092506617,0.072592708,0.568298874,0.056697491,0.924720924,0.116663568
cg00263677,0.857832601,0.961631662,0.964981766,0.95738291,0.937730935,0.130078241
cg25504605,0.871912206,0.957718206,0.955723739,0.954276891,0.959210322,0.173453288
cg26247168,0.434475007,0.974802907,0.94248671,0.948949079,0.908667657,0.092372289
cg09610311,0.46793091,0.833443695,0.950829152,0.960366567,0.865512728,0.073586788
cg12593873,0.892077131,0.927952735,0.948699507,0.831077591,0.94189291,0.195749344
cg03893663,0.625335918,0.929230953,0.926282271,0.913271957,0.779411872,0.135999697
cg19368383,0.841197218,0.937810412,0.938159879,0.935972775,0.865914285,0.203744343
cg09638264,0.854971788,0.889568716,0.942200815,0.931996334,0.899727017,0.211430664
cg16581103,0.774770151,0.853919883,0.925331703,0.937845266,0.799654974,0.175486727
cg01553090,0.587373497,0.951237951,0.931090751,0.942909782,0.879842367,0.174268275
cg22333800,0.865864737,0.89963555,0.941639563,0.889896398,0.748293135,0.198792664
cg13005635,0.811549107,0.708398597,0.93652779,0.924143453,0.778121808,0.159343903
cg03766264,0.826446722,0.912263095,0.92769392,0.912123843,0.874397844,0.216284342
cg27006252,0.755270227,0.92207885,0.940051486,0.928267455,0.921444557,0.215905169
cg18191867,0.521801973,0.931916173,0.933667191,0.942183124,0.937897806,0.170970407
cg02927618,0.840161967,0.92502331,0.803911399,0.933827273,0.692725903,0.178283976
cg17999916,0.41904471,0.933509739,0.917204517,0.929021743,0.902786851,0.140448359
cg07888040,0.894247262,0.950893113,0.956737857,0.914650343,0.894386946,0.252919538
cg00899463,0.789826111,0.929061203,0.912601058,0.878379284,0.697441669,0.186163655
cg25016420,0.79637902,0.879476657,0.918061118,0.893594881,0.677960576,0.17936932
cg16576895,0.8656147,0.930769303,0.930319525,0.921387002,0.917427759,0.24538848
cg05301494,0.660479899,0.894980851,0.896410244,0.898358991,0.862414618,0.174563175
cg22906553,0.643503,0.897180194,0.895378992,0.836545246,0.802383728,0.150821182
cg08175413,0.565211341,0.875864433,0.819960789,0.933948751,0.804737074,0.134679283
cg12839363,0.824011844,0.813770638,0.920929822,0.921980462,0.773212293,0.193491412
cg00565679,0.866460865,0.891845264,0.897542818,0.935285564,0.667304355,0.204485472
cg06873606,0.488255851,0.92605969,0.919458115,0.901924589,0.911104562,0.160588651
cg00959749,0.751698802,0.778079613,0.923158845,0.905588188,0.813956516,0.17568897
cg23990236,0.54540311,0.906960575,0.905519808,0.889878152,0.895286793,0.162785116
cg05842260,0.648923603,0.958190801,0.952454645,0.916048439,0.855926451,0.210036609
cg04165508,0.88568217,0.943695201,0.937008816,0.936612338,0.772348188,0.250172228
cg01534613,0.885058909,0.895326124,0.933222566,0.883026915,0.914793946,0.247587755
cg03986418,0.698061104,0.811746035,0.90277335,0.9120979,0.911309277,0.189274515
cg05385805,0.433756734,0.944952407,0.916389854,0.920345001,0.833848467,0.156667913
cg14499387,0.420174111,0.932987337,0.906387627,0.915129482,0.887955914,0.15483857
cg03411644,0.461648062,0.914619502,0.819411485,0.926871968,0.754046934,0.12884674
cg01930947,0.479383114,0.816382494,0.912655061,0.88555791,0.88305304,0.138973456
cg21746409,0.841106825,0.867546326,0.881479087,0.901277404,0.672078432,0.201688504
cg11033588,0.468956386,0.90812795,0.878104997,0.921524141,0.766848903,0.149414903
cg19422140,0.860489646,0.834565128,0.931971336,0.890351794,0.797232328,0.228188685
cg23822644,0.466631014,0.937144894,0.923284375,0.883722437,0.892031217,0.173313094
cg18440774,0.698179212,0.792302935,0.908812881,0.784905985,0.908042415,0.17440549
cg00739155,0.585895069,0.866935948,0.872784122,0.868459897,0.728092406,0.155074613
cg05546575,0.809606864,0.897057943,0.90643859,0.893447335,0.844557398,0.239624521
cg16439608,0.472776526,0.874185282,0.746250053,0.857664651,0.661188483,0.096669273
cg18756657,0.513793338,0.760178952,0.827431542,0.892459138,0.742678399,0.116518455
cg00453717,0.761575928,0.923080001,0.718936643,0.919895166,0.812923069,0.197817978
cg10409560,0.751871734,0.854552336,0.917708829,0.833781895,0.801214072,0.204687345
cg20203365,0.479362442,0.882068434,0.780331259,0.852563579,0.720062969,0.117935132
cg11254726,0.748778287,0.910511065,0.914923911,0.622052539,0.715699753,0.161541959
cg13289884,0.203799925,0.037623036,0.041432355,0.042305147,0.045383318,0.810667388
cg06916239,0.543034355,0.036629516,0.048872082,0.039748775,0.031661334,0.809975547
cg23053573,0.221218778,0.036726609,0.032653424,0.035567365,0.028918146,0.730656597
cg10454246,0.440598294,0.03237239,0.043146431,0.035839783,0.02272902,0.770896496
cg19371349,0.495853862,0.110693382,0.0598199,0.127979516,0.024407213,0.817084858
cg15100426,0.39328293,0.029954684,0.188017874,0.03661848,0.367790587,0.822909758
ch.1.1540554F,0.190346168,0.167439148,0.188698577,0.163536577,0.038624867,0.789829083
cg09642670,0.52727566,0.098222206,0.064455875,0.090732254,0.023498756,0.801623998
cg24318728,0.52078771,0.068283604,0.197050626,0.05130553,0.258301371,0.843091741
cg05306070,0.520081212,0.097565708,0.099703522,0.104341535,0.085011794,0.812655032
cg00643111,0.395516493,0.037205435,0.047730137,0.044960372,0.034218634,0.730972178
cg15281283,0.304834087,0.051460499,0.047892467,0.059434375,0.052378862,0.719697896
cg14650610,0.510306262,0.031441784,0.04947709,0.039794704,0.025016061,0.752512981
cg27170458,0.096124501,0.064887685,0.068769596,0.061094805,0.043569742,0.677393451
cg07571509,0.421431322,0.023743548,0.044969284,0.034227448,0.022411588,0.724966687
cg13348059,0.382096987,0.034989831,0.04221883,0.038194779,0.037298986,0.720352808
cg03156769,0.034135195,0.026920645,0.028234308,0.029268216,0.037949657,0.6332745
cg22453435,0.209569695,0.143904929,0.048857896,0.045256105,0.047828642,0.705610984
cg06538549,0.246060137,0.156869397,0.220315333,0.080676702,0.137557667,0.770968336
cg01251150,0.424034215,0.045734757,0.051717487,0.135390329,0.034913598,0.74405446
cg00097146,0.45279803,0.030925432,0.05457824,0.041372551,0.016006039,0.721333436
cg12435551,0.443160558,0.039372343,0.064503627,0.037651729,0.0787868,0.7278266
cg26475911,0.528086479,0.042021513,0.158240506,0.064847668,0.265616918,0.796795814
cg11827910,0.502142411,0.125039679,0.056107201,0.062092663,0.024637559,0.755169229
cg18522931,0.092998917,0.476972139,0.049569762,0.108417633,0.303143669,0.784708025
cg27232866,0.490942094,0.165333069,0.059654077,0.050097202,0.024947147,0.75716104
cg24302235,0.512193687,0.127785105,0.065615619,0.112994209,0.026983182,0.768298737
cg01116137,0.127034267,0.067545515,0.06708366,0.077506938,0.264606066,0.693361453
ch.6.107549394R,0.271089695,0.384945095,0.135175889,0.358294426,0.033776082,0.840369754
cg09431416,0.468636943,0.090968593,0.072930787,0.066570155,0.031584957,0.738748712
cg07047068,0.475745475,0.028170231,0.084300208,0.03505874,0.067376328,0.722957052
cg15376615,0.441233035,0.025134621,0.043342718,0.026759136,0.023128294,0.697093716
cg07346310,0.249678186,0.081924251,0.06366304,0.06995901,0.047547908,0.682764429
cg12065285,0.52845218,0.098603904,0.11223459,0.105996156,0.153861577,0.777694812
cg19190728,0.489214862,0.04587166,0.06288931,0.053063399,0.052567967,0.719883871
cg14487131,0.4448577,0.025985879,0.042335095,0.030757008,0.024374176,0.690195566
cg12534147,0.446368496,0.055726345,0.047223762,0.048115153,0.027106377,0.701209764
cg15992563,0.456412431,0.026612717,0.048616369,0.027139179,0.044352787,0.690564186
cg02685016,0.497579082,0.191727862,0.074564352,0.065809937,0.03881174,0.745603904
cg19446990,0.479758314,0.126194037,0.14882864,0.140977459,0.103791647,0.768031914
cg03976877,0.464383422,0.04150625,0.06621952,0.054654201,0.03582504,0.700038469
cg18565216,0.567379072,0.162729784,0.179884413,0.086260753,0.2313614,0.802521977
cg20939084,0.52730586,0.144028009,0.120730274,0.087493824,0.089222076,0.75488983
cg16398761,0.173061056,0.136147475,0.129117823,0.019319662,0.016962036,0.651781534
cg08578023,0.511172984,0.158863104,0.07384934,0.143928473,0.066133479,0.749794236
cg21642245,0.502927443,0.121022962,0.124130857,0.105776585,0.049323629,0.74019129
cg14255417,0.347781633,0.30333281,0.045629874,0.0442475,0.236366773,0.738620884
cg06818532,0.262408435,0.031070096,0.036876126,0.034215932,0.027204165,0.629030749
cg03046812,0.478017751,0.043507855,0.091926517,0.053283039,0.08002122,0.701148765
cg06688989,0.408120153,0.036267081,0.058305579,0.314293878,0.037668591,0.724699838
