cpg,Trophoblasts,Stromal,Hofbauer,Endothelial,nRBC,Syncytiotrophoblast
cg12337011,0.54833047,0.86259641,0.829146824,0.279132168,0.862671145,0.91812302
cg16345114,0.893166661,0.902148347,0.879901764,0.394093233,0.941472228,0.944182882
cg00945443,0.46591691,0.708575015,0.889692813,0.224183989,0.798931101,0.886692377
cg09177577,0.628244397,0.777282518,0.824563201,0.290540992,0.926966286,0.843182079
cg11011736,0.53205759,0.600910508,0.867284248,0.23932236,0.904604478,0.848789583
cg04400131,0.44060187,0.776374941,0.8877693,0.261362257,0.88439724,0.881673429
cg09444818,0.443373741,0.817514191,0.85452301,0.255200862,0.832511338,0.906047964
cg24759654,0.671655268,0.83457267,0.91288063,0.338000636,0.91537302,0.888829303
cg06287775,0.686993175,0.742425735,0.86137748,0.277835041,0.772512865,0.900105336
cg02013841,0.802561275,0.798072231,0.762735749,0.310282087,0.845953711,0.876135784
cg13799838,0.82030514,0.695306049,0.889967641,0.326906182,0.875219974,0.876532149
cg10908116,0.595169776,0.494061928,0.840968763,0.198276838,0.749645927,0.899199521
cg11862001,0.533140726,0.673920478,0.897339782,0.245141571,0.880489592,0.691147343
cg00593243,0.680699079,0.87427246,0.933528268,0.363446082,0.930750463,0.904895904
cg17378966,0.571353755,0.843864114,0.912995463,0.302072274,0.913760981,0.702909811
cg06579465,0.456696574,0.835061082,0.917094618,0.2923337,0.879423789,0.897790245
cg17972213,0.862598469,0.749560619,0.886563688,0.324743271,0.779313806,0.869694976
cg24938752,0.973813823,0.957565788,0.958074369,0.472514835,0.97270071,0.971484516
cg22911687,0.432110574,0.591887893,0.88398169,0.202943864,0.779044515,0.831757246
cg04855216,0.560171344,0.256033079,0.074222473,0.838329808,0.083990355,0.079065986
cg09455881,0.413359967,0.274275615,0.043991323,0.81089152,0.116101327,0.310566392
cg17344048,0.244243141,0.359638922,0.06871265,0.761663037,0.139053874,0.1938327
cg24452821,0.472840262,0.234313472,0.049443972,0.732483204,0.025424672,0.062283937
cg07493197,0.081539014,0.246767854,0.047748137,0.681975383,0.19305241,0.053176644
cg21878746,0.394966269,0.396944221,0.076411897,0.796230224,0.054557067,0.493646213
cg01515802,0.416121075,0.431033646,0.087437908,0.791003872,0.065636524,0.337970297
cg07310406,0.542732593,0.247455796,0.149972284,0.799130448,0.081139849,0.381285894
cg02930667,0.049837402,0.160970202,0.049085418,0.642828689,0.248785628,0.066523222
cg08305799,0.078361169,0.297592179,0.054941453,0.621498953,0.03799621,0.049645785
cg21427956,0.106137852,0.183153036,0.137126032,0.63905759,0.146678946,0.124164404
cg17684207,0.05304009,0.079652506,0.093478297,0.571918011,0.081777446,0.053343475
cg25541653,0.3608973,0.251662982,0.075699391,0.688131415,0.122561993,0.14584691
cg25941751,0.479890763,0.535945036,0.269513818,0.841425538,0.270500904,0.074669509
cg07244095,0.108204768,0.501446411,0.117517375,0.668146973,0.053611413,0.093381222
cg18910298,0.161805692,0.406519286,0.086707642,0.668989294,0.108036182,0.112770661
cg18413706,0.333599506,0.183417288,0.056521731,0.636424286,0.032333321,0.15340028
cg09934056,0.035295278,0.116743496,0.072905505,0.563133344,0.033880697,0.171769492
cg23929284,0.022110666,0.045762887,0.068264922,0.524205751,0.01858358,0.038792355
cg13565499,0.353661491,0.545181564,0.104139382,0.798365032,0.346922015,0.117252403
cg13974464,0.022561607,0.071901075,0.199334686,0.594317265,0.170449025,0.039840907
cg27019030,0.268578572,0.446687365,0.0819038,0.708557637,0.146489998,0.187431652
cg06385583,0.081392583,0.208176688,0.073263003,0.599187601,0.122661547,0.086956853
cg14447606,0.020807207,0.025329944,0.029198134,0.510972955,0.024520872,0.102966779
cg13572892,0.313097968,0.447312331,0.205859402,0.735363507,0.058479435,0.358040084
cg24458609,0.072842774,0.098277642,0.080990668,0.555484609,0.053779835,0.114765205
cg24338833,0.10682422,0.087235334,0.09992255,0.568417292,0.064889612,0.129787582
cg07330288,0.190935791,0.315503194,0.090708114,0.682813582,0.074815232,0.546845418
cg12097883,0.080243665,0.062634738,0.043933589,0.539017574,0.022410215,0.182473659
cg04221117,0.321996898,0.373556887,0.187778916,0.705132142,0.083409191,0.245353291
cg20824939,0.25929967,0.310310199,0.187380406,0.698328974,0.06139675,0.481586324
cg18752527,0.234850986,0.167441637,0.057429765,0.615229935,0.08460265,0.269006359
cg23888440,0.214155275,0.387186447,0.333426749,0.696635273,0.076515864,0.147110482
cg17406359,0.083579524,0.265230338,0.033260607,0.586876497,0.139546231,0.064536661
cg20935363,0.11364174,0.136030557,0.131317708,0.571389077,0.048121157,0.144595431
cg05861567,0.32855326,0.274136316,0.047573136,0.62351489,0.033542596,0.156465822
cg19440734,0.468546393,0.377884639,0.052460981,0.704703239,0.096010128,0.278451183
cg09682183,0.467466245,0.399553734,0.122670519,0.721822862,0.153647154,0.138280817
cg01334831,0.135166769,0.374048715,0.07444387,0.646798071,0.213034913,0.149178571
cg11674130,0.369409282,0.276897651,0.067162452,0.63399161,0.038814762,0.209331429
cg21842920,0.164636046,0.50787742,0.098236097,0.694584108,0.142773297,0.405719558
cg05479618,0.385645299,0.262045803,0.053837178,0.620844194,0.068839175,0.080621758
cg20951255,0.227719942,0.466984908,0.116920157,0.683086369,0.188507378,0.166945471
cg14571813,0.230593531,0.291207003,0.112590613,0.610283796,0.068029936,0.130386454
cg00907842,0.192569727,0.254083103,0.04441913,0.670482534,0.44678064,0.087976739
cg03717588,0.057863321,0.089598306,0.063028133,0.506611318,0.052980115,0.065727329
cg16963852,0.128094185,0.261495074,0.40520247,0.654278796,0.144827295,0.110569013
cg00901051,0.157706079,0.122003461,0.107983604,0.592235871,0.104120776,0.402194712
cg22446709,0.032979064,0.052082192,0.076931848,0.486878678,0.051069574,0.037818415
cg20968743,0.058468527,0.085790309,0.033832279,0.50656554,0.044775471,0.194177602
cg07116712,0.911306651,0.939602262,0.725427047,0.969355583,0.027404273,0.982714448
cg10576280,0.784342346,0.782867056,0.957662682,0.815842972,0.052658664,0.959157985
cg25574765,0.974950067,0.768993966,0.467179602,0.970252118,0.025223639,0.975223436
cg17518965,0.961891428,0.731734716,0.537700542,0.897214083,0.012983841,0.94967189
cg01681367,0.925864421,0.707650506,0.526590259,0.929804993,0.015152712,0.964105958
cg14083015,0.948983161,0.833223822,0.565275083,0.865944447,0.045609528,0.952209161
cg22136363,0.975052544,0.89896544,0.612514118,0.974743574,0.10977963,0.982755908
cg00446123,0.971410168,0.835985411,0.875494148,0.980410906,0.158046162,0.980717407
cg24301930,0.985004537,0.880406017,0.345033262,0.822036113,0.025785511,0.980232598
cg18723409,0.968675608,0.884237484,0.512309202,0.969670974,0.092024027,0.971316135
cg16087093,0.84442392,0.78836208,0.406430753,0.967227257,0.019534691,0.966872952
cg12192582,0.941463933,0.813658112,0.423430786,0.919289083,0.03734772,0.940295933
cg20181887,0.928823274,0.89316729,0.526935032,0.866955055,0.067214219,0.972257282
cg20784693,0.920541252,0.725489983,0.74744292,0.902150978,0.087461655,0.975312314
cg18440839,0.978742006,0.611217156,0.418321617,0.963754341,0.018707813,0.98116431
cg25666403,0.944895721,0.847128447,0.23959881,0.9410059,0.018036894,0.956334605
cg27284288,0.920644795,0.750918536,0.509216497,0.947530928,0.059313477,0.957929403
cg26769700,0.907105563,0.793917067,0.517298902,0.939667419,0.067495177,0.961624537
cg09897970,0.938168843,0.7446222,0.329268881,0.93161109,0.023544691,0.973996585
cg21201401,0.952617795,0.813880114,0.748512823,0.962615118,0.142325396,0.97185428
cg19252956,0.91620008,0.873670803,0.390034881,0.920333288,0.054230361,0.925593599
cg27125093,0.782467272,0.790176999,0.570847518,0.877469328,0.035158438,0.880846178
cg08578703,0.896799759,0.748834168,0.56708626,0.793519921,0.038974332,0.931157462
cg02349669,0.839371584,0.815369531,0.846523946,0.849030249,0.108212295,0.867660663
cg20513976,0.960608305,0.891645189,0.883730831,0.960819039,0.19735873,0.963045125
cg13408086,0.955521772,0.84579477,0.184223813,0.97598926,0.038549347,0.955291134
cg03052794,0.789074231,0.774090371,0.672314062,0.917510539,0.035682602,0.584606326
cg20098854,0.907325974,0.764869712,0.319710793,0.958203018,0.028510952,0.886670561
cg26247093,0.894925209,0.883135488,0.453971809,0.94586465,0.086852484,0.949275545
cg19108747,0.947590077,0.805628054,0.568734421,0.528687272,0.017588813,0.970236885
cg09370867,0.946813116,0.871463784,0.334687865,0.853638234,0.050120736,0.942843746
cg00903584,0.877715062,0.686094286,0.440480117,0.916871143,0.034927482,0.950930558
cg12283393,0.92967301,0.750269532,0.301691855,0.898086036,0.023249592,0.917112823
cg09344348,0.952257439,0.772501544,0.200618007,0.971076891,0.03248695,0.947339625
cg17006136,0.954661956,0.687767478,0.269215687,0.911756052,0.018812764,0.960996812
cg09050670,0.91295219,0.893714206,0.421401895,0.81783988,0.073100661,0.970024504
cg24706505,0.882976409,0.792739473,0.557500717,0.89725454,0.084955852,0.896648653
cg15982099,0.966749318,0.833799537,0.263308384,0.968373512,0.073662264,0.976010468
cg15391590,0.914973895,0.819847808,0.471288908,0.844843004,0.076777018,0.942735159
cg00713294,0.895386079,0.725062541,0.498250366,0.891695762,0.066096569,0.918325003
cg26769927,0.945354404,0.620480355,0.316855399,0.933595978,0.029625072,0.965728712
cg08480068,0.954517069,0.600952546,0.26077882,0.934395037,0.0170546,0.977697078
cg00240653,0.858241992,0.752541386,0.443332727,0.89669789,0.049749234,0.877118479
cg07380416,0.898955176,0.676437373,0.366005645,0.90354473,0.034477628,0.937459228
cg22210337,0.862019854,0.729687064,0.311408152,0.932092977,0.017354087,0.802495314
cg03167633,0.896985239,0.730825283,0.699538868,0.645348584,0.067895749,0.910172915
cg21465176,0.943821086,0.709071704,0.30055612,0.890360924,0.043859731,0.944727559
cg18384097,0.899579855,0.796154528,0.499993753,0.916666562,0.103543489,0.927945696
cg27626141,0.730770468,0.732731923,0.732996426,0.72261452,0.035611445,0.71859977
cg15536947,0.88911917,0.765155133,0.818256174,0.841998043,0.151475519,0.942625169
cg10095954,0.02753199,0.090979257,0.361146763,0.025706437,0.959256667,0.025095456
cg02792168,0.035340594,0.065577755,0.265475665,0.029725225,0.924802564,0.280004321
cg22434923,0.048163206,0.361973975,0.064438727,0.114129377,0.925523387,0.038911273
cg08846870,0.020751478,0.177424103,0.498134955,0.120084912,0.965493418,0.034334805
cg18356785,0.062970629,0.193972492,0.532231352,0.04861295,0.967694047,0.035911182
cg26256263,0.04091795,0.244125958,0.441817714,0.070397843,0.953923198,0.019538677
cg25139229,0.028698175,0.243264361,0.598428422,0.059193381,0.975749264,0.034489138
cg20918393,0.02952575,0.202425518,0.086435968,0.055209197,0.896478041,0.468961206
cg12050271,0.050267773,0.10809014,0.401938499,0.023597234,0.904964244,0.18182085
cg18856478,0.024307802,0.2156703,0.611374142,0.10136655,0.956611529,0.029434826
cg19811337,0.040057977,0.116263344,0.537244367,0.050266278,0.903560324,0.051223595
cg06482498,0.064027478,0.102030004,0.419904659,0.069668609,0.87637989,0.053041105
cg04798016,0.050318002,0.261288778,0.58060207,0.147920336,0.972697014,0.153569297
cg10783294,0.048067054,0.221813654,0.495981771,0.115153314,0.946192464,0.223486835
cg20806180,0.028195789,0.134059923,0.610055741,0.047203823,0.908927101,0.038776465
cg01657186,0.047997347,0.162308764,0.479464133,0.076763145,0.899261731,0.081135957
cg16402452,0.060074744,0.193035562,0.504112509,0.059213776,0.902812029,0.057258046
cg07795766,0.161232613,0.334939813,0.319860163,0.153946063,0.945587248,0.15490963
cg25170017,0.026472884,0.161650058,0.660110775,0.036750383,0.905777339,0.026802035
cg01089914,0.039321939,0.259059533,0.672436544,0.060281254,0.941401256,0.059369619
cg19458020,0.016728854,0.196069876,0.541037421,0.029550837,0.880091805,0.021534828
cg24006721,0.039897015,0.21605636,0.439551234,0.067968225,0.876885875,0.050193208
cg02190353,0.051959282,0.366679803,0.072522736,0.097651833,0.835772833,0.051396226
cg22575498,0.126750386,0.248698087,0.504071088,0.219057566,0.943238714,0.029730215
cg09074856,0.062310691,0.216099837,0.550020015,0.04583374,0.912764426,0.211993718
cg20061654,0.14562261,0.31857529,0.408864849,0.152145381,0.941573644,0.181790043
cg08169020,0.018175719,0.107535145,0.216634501,0.017649274,0.776293097,0.024364527
cg07996594,0.084198257,0.164204897,0.396143828,0.047108862,0.869887609,0.194958264
cg04600000,0.038433141,0.139515733,0.286187888,0.131233283,0.831076931,0.053499811
cg09125300,0.050416827,0.142779014,0.487625995,0.031965229,0.876688605,0.218471724
cg22871947,0.042708399,0.220722459,0.759956289,0.152510286,0.956474954,0.045522562
cg21935981,0.128928634,0.265599226,0.355408902,0.111064085,0.903306647,0.187793894
cg22507723,0.036347304,0.214276395,0.500449186,0.039729175,0.881506378,0.137264204
cg17316649,0.015293905,0.04512391,0.247331425,0.017925878,0.765449722,0.05182604
cg14032089,0.045940784,0.34138975,0.407343233,0.176662601,0.912039986,0.092647923
cg17601191,0.067318355,0.511749304,0.154977256,0.330331559,0.926091454,0.040856867
cg08732300,0.034983428,0.193263049,0.689604048,0.173187648,0.930577923,0.029943273
cg24757533,0.012576494,0.230016922,0.427791294,0.031566403,0.84310604,0.029041877
cg22653140,0.056595789,0.096962121,0.311437691,0.06457139,0.824098557,0.196854629
cg15000222,0.029962569,0.345150355,0.675585235,0.071360299,0.931531558,0.035157496
cg07776993,0.067921467,0.30466129,0.697653486,0.266350039,0.974457901,0.02420447
cg03577139,0.026147027,0.16252032,0.611208019,0.063632693,0.870674608,0.031909707
cg25923345,0.020995311,0.186529443,0.585200914,0.047997315,0.870125444,0.070287758
cg07904475,0.274983899,0.155349001,0.479918118,0.247682998,0.935436195,0.046860104
cg16775752,0.037563949,0.358082059,0.76488269,0.195121885,0.981011335,0.065830471
cg11372436,0.073529223,0.146910888,0.568389025,0.074433928,0.87274043,0.065890972
cg00513941,0.072011054,0.195731702,0.733752524,0.091431541,0.924588379,0.090244646
cg10506844,0.173898889,0.307114459,0.573084242,0.199058333,0.958884828,0.088901658
cg22876699,0.16942577,0.113852206,0.230568709,0.123070003,0.826624756,0.113946073
cg13737221,0.067736603,0.419426162,0.602953299,0.118348429,0.95665838,0.161752232
cg19022006,0.609509936,0.898019183,0.948043736,0.894233291,0.961884405,0.06779661
cg11862144,0.566592255,0.892755976,0.945886711,0.887248925,0.964733061,0.060442073
cg08887707,0.61551088,0.878270729,0.951164296,0.8928324,0.955996087,0.078872314
cg27089352,0.557357329,0.894714574,0.945571274,0.885321347,0.953296603,0.070648512
cg19548524,0.651669084,0.916650098,0.948109778,0.915300221,0.939285658,0.098063744
cg07295775,0.657075891,0.923109152,0.931832135,0.903902909,0.96440434,0.110954197
cg12646067,0.611968379,0.925287157,0.959199517,0.914897031,0.957071251,0.108716612
cg09610311,0.670204187,0.812507093,0.923898702,0.923775365,0.865512728,0.073586788
cg21474351,0.560536711,0.881071854,0.920205663,0.880522084,0.928613175,0.072673437
cg19711602,0.612893978,0.940449849,0.967271378,0.915443828,0.964209716,0.118152722
cg20821842,0.62238626,0.79752567,0.739489457,0.870762626,0.948436023,0.038197056
cg03098644,0.481103791,0.855217099,0.910492227,0.839210943,0.934543629,0.050807492
cg08622675,0.616557373,0.934310572,0.968343234,0.911378076,0.970251075,0.126665626
cg23892310,0.556552272,0.905288613,0.949832941,0.897305135,0.921164419,0.093394953
cg03710196,0.636707597,0.940906374,0.9681168,0.945714023,0.957399591,0.137827247
cg26845390,0.76495829,0.919437202,0.947601989,0.884274105,0.936803276,0.139828252
cg13241681,0.616676049,0.788367395,0.950347398,0.903060034,0.967857063,0.098367597
cg04924555,0.588668437,0.888943656,0.922043756,0.872056274,0.927806758,0.09167596
cg16769976,0.630189542,0.875231941,0.929105652,0.863788131,0.861599209,0.085013586
cg16765600,0.543395232,0.868063248,0.92411463,0.870345163,0.928010156,0.083080771
cg12656653,0.596978183,0.929049314,0.948268266,0.905063665,0.979411985,0.13011913
cg25504605,0.807118008,0.936949816,0.951975318,0.93415611,0.959210322,0.173453288
cg19752861,0.612663859,0.876644983,0.939461587,0.902875675,0.939191362,0.112641893
cg11436025,0.532788214,0.856438352,0.943599157,0.873786587,0.959053352,0.094340933
cg05141014,0.596227182,0.892739681,0.956025264,0.830778878,0.91513228,0.097751728
cg26314566,0.543690674,0.893057468,0.948372935,0.892446002,0.982430578,0.113848963
cg18183817,0.625031314,0.882956115,0.96205886,0.848185298,0.929703583,0.110087025
cg25259564,0.52578453,0.850968405,0.953683428,0.871593236,0.936074732,0.089647688
cg05883978,0.670851661,0.940891485,0.96812144,0.944769382,0.915943907,0.147419334
cg04329088,0.57072851,0.889860815,0.936901594,0.865341993,0.914439182,0.097155892
cg07019638,0.518833108,0.86389564,0.930881384,0.867235022,0.971980546,0.096398512
cg04904609,0.579036551,0.725893065,0.920541215,0.904657305,0.899209006,0.070476306
cg26247168,0.52734032,0.87081906,0.955396136,0.879163357,0.908667657,0.092372289
cg00498816,0.606820556,0.892828374,0.953579073,0.85470998,0.91014051,0.10841641
cg20553577,0.808140413,0.938653357,0.899318972,0.929381065,0.885152998,0.154179929
cg08322289,0.592298734,0.781610156,0.929816129,0.79141093,0.937328816,0.07486069
cg09634659,0.594163232,0.886669841,0.959141137,0.79101037,0.907274979,0.094197934
cg10652674,0.562560539,0.892654799,0.923739358,0.872572809,0.905178569,0.099139635
cg11944110,0.512349665,0.875276688,0.943839246,0.853760299,0.891564997,0.085056719
cg09495645,0.762123301,0.787734145,0.902914745,0.895653519,0.912330244,0.121681872
cg05848579,0.517605397,0.866661184,0.925198375,0.842318317,0.951049211,0.093390917
cg14250737,0.577844202,0.890787092,0.939522199,0.890193386,0.929863543,0.116977337
cg07049352,0.595834603,0.903445395,0.941576541,0.901204045,0.947204891,0.129422113
cg24730157,0.505453142,0.860793368,0.924362432,0.837963187,0.960265488,0.092362618
cg03871104,0.554609054,0.895139185,0.951551036,0.880947639,0.951510314,0.120556456
cg14642259,0.476946552,0.849974765,0.917628922,0.823769079,0.975203253,0.085144297
cg20122645,0.550748289,0.896083137,0.914513874,0.877300142,0.933141477,0.10814649
cg10198568,0.518725807,0.898996618,0.942171601,0.853875386,0.948889091,0.107084548
cg08498247,0.540733399,0.819201355,0.90942085,0.839164346,0.933640552,0.08401412
cg24511458,0.525278341,0.882891624,0.919902154,0.871305961,0.901051404,0.094233927
cg21887193,0.145961574,0.084606675,0.051230487,0.058900376,0.04404224,0.935393762
cg24922129,0.177655089,0.091922346,0.05349182,0.081282087,0.037662201,0.934089724
cg02454890,0.20144886,0.041581822,0.037026174,0.041750669,0.033916998,0.914562446
cg23892626,0.148614275,0.048228737,0.034322252,0.074895802,0.042431046,0.909632671
cg24181771,0.083462887,0.044276345,0.033632113,0.043585626,0.031286368,0.887302441
cg20281962,0.25798222,0.049123978,0.042358487,0.05210322,0.028477139,0.922154196
cg09276315,0.129328868,0.032707258,0.02792793,0.047872063,0.027423521,0.883704807
cg01680010,0.095133532,0.066994888,0.040205219,0.060201412,0.075091086,0.896693569
cg22169990,0.33671453,0.137117128,0.041823211,0.078753712,0.048783303,0.951913229
cg08711175,0.168518158,0.048970714,0.034121518,0.061262835,0.05970989,0.896739685
cg05310764,0.03912746,0.027870848,0.0270162,0.032538893,0.023491313,0.850265784
cg03470207,0.072612413,0.043455437,0.041956241,0.047561434,0.048321557,0.868721765
cg04602387,0.049730389,0.02395625,0.019539356,0.093968936,0.036179662,0.861849505
cg13899718,0.146977729,0.045650647,0.058560142,0.10444529,0.031154268,0.892239102
cg27636310,0.381496403,0.066171266,0.050280542,0.077024893,0.020627328,0.93151797
cg16876647,0.355684029,0.088421445,0.077641043,0.149471887,0.031261693,0.951187683
cg26104083,0.30151662,0.049276862,0.036434956,0.212946504,0.031541266,0.934453057
cg12060422,0.29672533,0.05396908,0.046774065,0.262942665,0.025784107,0.942785796
cg18261205,0.143023246,0.073414905,0.055447658,0.081313177,0.027529807,0.883987353
cg08727535,0.1502538,0.048772765,0.038736981,0.056783627,0.021477829,0.864268261
cg16417447,0.290153685,0.066265874,0.041895456,0.065670221,0.03582622,0.893195886
cg22221669,0.303239145,0.048586026,0.046869949,0.07012565,0.033100426,0.892476407
cg12934884,0.263564326,0.087573006,0.077511668,0.081646107,0.04915163,0.903700542
cg17754510,0.433672841,0.072595917,0.055049929,0.079787894,0.034311565,0.922549228
cg22235821,0.368952811,0.05624815,0.036897923,0.09164945,0.035956526,0.906180301
cg25819602,0.18619631,0.163262044,0.075492229,0.179605366,0.025814301,0.91343853
cg01853276,0.123400605,0.054058925,0.044992014,0.074446643,0.041653955,0.858174127
cg21229570,0.332764217,0.086204799,0.044063076,0.059644411,0.0295136,0.898383501
cg13070763,0.140959005,0.089378063,0.03220921,0.067616356,0.029198664,0.861433679
cg11433622,0.403188033,0.074973975,0.056053348,0.098858706,0.019980701,0.917176822
cg00968638,0.309673394,0.084836799,0.046897754,0.111320495,0.02798496,0.901959519
cg07109923,0.179516321,0.066574508,0.047106887,0.05987267,0.051493869,0.867862929
cg11154552,0.199182418,0.116877643,0.082711024,0.112471296,0.06819258,0.901929462
cg18512515,0.106997875,0.073117102,0.130556841,0.070447193,0.064977291,0.876098184
cg21210224,0.218429235,0.041786004,0.029895626,0.05137475,0.019996454,0.857529816
cg16178603,0.422736303,0.07396149,0.045175412,0.084143891,0.017402185,0.911349899
cg17919186,0.219102168,0.08899494,0.049300314,0.077263336,0.031202836,0.877132002
cg25783550,0.129763103,0.08015927,0.114499848,0.083705228,0.097320512,0.887218439
cg11863717,0.247580432,0.09414249,0.086837131,0.098795756,0.044492538,0.896126094
cg05040501,0.173416309,0.089594064,0.063842543,0.091804451,0.03265572,0.872168666
cg14890578,0.354536411,0.06687179,0.049473124,0.070224362,0.041865595,0.89772146
cg07813142,0.344384449,0.116014776,0.063031556,0.112351608,0.035840508,0.914137439
cg12737152,0.149153875,0.065781701,0.041653758,0.09359819,0.028639877,0.857724779
cg26190890,0.12895742,0.041881379,0.027757202,0.050952495,0.056066816,0.84477442
cg23346544,0.198008655,0.059956553,0.073207231,0.095782511,0.065020752,0.880782184
cg18612647,0.084212558,0.038624409,0.038293334,0.045552436,0.041366836,0.832736236
cg00436496,0.420496969,0.089918255,0.04849401,0.258313001,0.028016621,0.946450156
cg24452128,0.449016537,0.088671779,0.058206988,0.094414719,0.035258613,0.923750804
cg05947699,0.131728076,0.162500432,0.044717106,0.120536782,0.051347427,0.882308625
cg00778807,0.39114238,0.095473059,0.058438034,0.093465095,0.048453411,0.915571963
