Group,Celltype,ONTOLOGY,TERM,N,DE,P.DE,FDR,ID,Generatio,neg_log_P,Order
First,Endothelial,BP,regulation of calcium ion transmembrane transport,144,52.66666667,4.92E-04,0.042542774,GO:1903169,0.365740741,3.308180757,225
First,Endothelial,BP,positive regulation of cell adhesion,388,142.8333333,1.71E-08,9.62E-06,GO:0045785,0.368127148,7.766771701,226
First,Endothelial,BP,regulation of actin filament organization,247,91.5,8.10E-05,0.011510168,GO:0110053,0.370445344,4.091760666,227
First,Endothelial,BP,regulation of actin polymerization or depolymerization,168,62.5,6.03E-04,0.04810202,GO:0008064,0.37202381,3.219954136,228
First,Endothelial,BP,regulation of interleukin-1 beta production,87,32.5,4.47E-06,0.001156588,GO:0032651,0.373563218,5.349300773,229
First,Endothelial,BP,interleukin-1 beta secretion,52,19.5,6.11E-04,0.048592768,GO:0050702,0.375,3.213936035,230
First,Endothelial,BP,positive regulation of GTPase activity,366,137.5,1.93E-06,5.23E-04,GO:0043547,0.37568306,5.71377878,231
First,Endothelial,BP,cell-substrate adhesion,338,127.3333333,1.35E-05,0.002812295,GO:0031589,0.376725838,4.870474883,232
First,Endothelial,BP,interleukin-1 beta production,98,37,3.01E-07,1.01E-04,GO:0032611,0.37755102,6.521193594,233
First,Endothelial,BP,phagocytosis,258,97.5,2.14E-07,7.73E-05,GO:0006909,0.377906977,6.669222067,234
First,Endothelial,BP,actin cytoskeleton organization,635,240,1.66E-10,3.78E-07,GO:0030036,0.377952756,9.779496052,235
First,Endothelial,CC,membrane region,316,119.5,2.27E-07,8.06E-05,GO:0098589,0.378164557,6.644241273,236
First,Endothelial,MF,GTPase regulator activity,272,103,1.10E-04,0.014502271,GO:0030695,0.378676471,3.957480205,237
First,Endothelial,BP,regulation of small GTPase mediated signal transduction,315,119.3333333,2.44E-04,0.026564998,GO:0051056,0.378835979,3.612506241,238
First,Endothelial,CC,cytoplasmic side of membrane,173,65.66666667,2.39E-04,0.026130845,GO:0098562,0.379576108,3.62174552,239
First,Endothelial,CC,phagocytic vesicle,121,46,3.24E-04,0.032373875,GO:0045335,0.380165289,3.488832774,240
First,Endothelial,CC,cell cortex,298,113.5,3.44E-05,0.005819558,GO:0005938,0.380872483,4.46337914,241
First,Endothelial,BP,regulation of GTPase activity,435,167,2.52E-08,1.28E-05,GO:0043087,0.383908046,7.59796513,242
First,Endothelial,BP,regulation of cell-substrate adhesion,205,78.83333333,2.72E-04,0.028826643,GO:0010810,0.384552846,3.564729776,243
First,Endothelial,BP,release of sequestered calcium ion into cytosol,120,46.16666667,5.07E-04,0.042849631,GO:0051209,0.384722222,3.295262942,244
First,Endothelial,MF,actin binding,408,157,6.92E-07,2.04E-04,GO:0003779,0.384803922,6.159987675,245
First,Endothelial,CC,cell leading edge,389,150,5.83E-06,0.001395846,GO:0031252,0.385604113,5.234401289,246
First,Endothelial,BP,actin filament polymerization,171,66,1.12E-04,0.014530918,GO:0030041,0.385964912,3.952634866,247
First,Endothelial,BP,positive regulation of interleukin-1 production,57,22,1.97E-04,0.022316084,GO:0032732,0.385964912,3.704654112,248
First,Endothelial,CC,membrane raft,303,117,1.17E-07,4.92E-05,GO:0045121,0.386138614,6.932840118,249
First,Endothelial,CC,membrane microdomain,304,118,8.55E-08,3.74E-05,GO:0098857,0.388157895,7.068187081,250
First,Endothelial,BP,regulation of interleukin-1 beta secretion,45,17.5,6.01E-04,0.04810202,GO:0050706,0.388888889,3.221059613,251
First,Endothelial,CC,specific granule membrane,88,34.5,1.94E-04,0.022123885,GO:0035579,0.392045455,3.711153763,252
First,Endothelial,BP,regulation of phosphatidylinositol 3-kinase signaling,122,48,3.99E-04,0.03760776,GO:0014066,0.393442623,3.399229725,253
First,Endothelial,BP,actin filament organization,378,149.5,8.86E-09,6.37E-06,GO:0007015,0.395502646,8.052329535,254
First,Endothelial,BP,actin polymerization or depolymerization,197,78,1.61E-05,0.003301701,GO:0008154,0.395939086,4.79290164,255
First,Endothelial,BP,inositol lipid-mediated signaling,178,71,2.92E-05,0.005341251,GO:0048017,0.398876404,4.534939989,256
First,Endothelial,BP,phosphatidylinositol-mediated signaling,175,70,2.74E-05,0.005110971,GO:0048015,0.4,4.562099104,257
First,Endothelial,BP,leukocyte adhesion to vascular endothelial cell,40,16,3.97E-04,0.03760776,GO:0061756,0.4,3.400729365,258
First,Endothelial,MF,guanyl-nucleotide exchange factor activity,206,82.5,2.72E-04,0.028826643,GO:0005085,0.400485437,3.565850565,259
First,Endothelial,BP,regulation of calcium-mediated signaling,94,37.66666667,4.00E-04,0.03760776,GO:0050848,0.40070922,3.397869473,260
First,Endothelial,MF,GTPase activator activity,242,97,2.21E-05,0.004180919,GO:0005096,0.400826446,4.656509315,261
First,Endothelial,BP,positive regulation of cell-substrate adhesion,119,49.33333333,2.62E-04,0.028148088,GO:0010811,0.414565826,3.581177544,262
First,Endothelial,BP,actin filament bundle assembly,148,61.5,1.83E-04,0.021183657,GO:0051017,0.415540541,3.738705301,263
First,Endothelial,CC,lamellipodium,187,78,8.91E-05,0.012287142,GO:0030027,0.417112299,4.050027497,264
First,Endothelial,BP,actin filament bundle organization,151,63.5,9.96E-05,0.01331922,GO:0061572,0.420529801,4.001689129,265
First,Endothelial,BP,positive regulation of phosphatidylinositol 3-kinase signaling,85,36,6.15E-04,0.048592768,GO:0014068,0.423529412,3.211147029,266
First,Endothelial,MF,Rho GTPase binding,160,68,1.65E-04,0.019920114,GO:0017048,0.425,3.781208691,267
First,Endothelial,BP,lipopolysaccharide-mediated signaling pathway,57,24.5,1.84E-04,0.02123239,GO:0031663,0.429824561,3.735497206,268
First,Endothelial,BP,positive regulation of interleukin-1 beta production,51,22,3.87E-05,0.006384406,GO:0032731,0.431372549,4.411962737,269
First,Endothelial,BP,regulation of myeloid leukocyte mediated immunity,51,22,5.54E-04,0.045608389,GO:0002886,0.431372549,3.256235049,270
First,Endothelial,BP,substrate adhesion-dependent cell spreading,98,42.5,5.02E-04,0.042767924,GO:0034446,0.433673469,3.299027068,271
First,Endothelial,CC,ruffle,167,73,1.09E-05,0.002350744,GO:0001726,0.437125749,4.964567741,272
First,Endothelial,BP,integrin-mediated signaling pathway,100,44,2.47E-04,0.026724732,GO:0007229,0.44,3.607829652,273
First,Endothelial,BP,regulation of interleukin-12 production,52,23,4.74E-05,0.007699361,GO:0032655,0.442307692,4.324379569,274
First,Endothelial,BP,interleukin-12 production,54,24,3.08E-05,0.005485573,GO:0032615,0.444444444,4.51115478,275
First,Endothelial,MF,protein tyrosine kinase activity,132,60,7.81E-05,0.011172281,GO:0004713,0.454545455,4.107423325,276
First,Endothelial,BP,regulation of interleukin-2 production,50,23,3.23E-04,0.032373875,GO:0032663,0.46,3.490378374,277
First,Endothelial,BP,actin cytoskeleton reorganization,98,45.5,1.18E-04,0.014906033,GO:0031532,0.464285714,3.929092554,278
First,Endothelial,BP,interleukin-2 production,58,27,6.95E-05,0.010268664,GO:0032623,0.465517241,4.157927626,279
First,Endothelial,BP,B cell receptor signaling pathway,58,27,3.91E-04,0.037210983,GO:0050853,0.465517241,3.407893272,280
First,Endothelial,BP,regulation of cell shape,144,68.5,3.80E-07,1.23E-04,GO:0008360,0.475694444,6.420220696,281
First,Endothelial,BP,Fc receptor mediated stimulatory signaling pathway,81,39,7.61E-05,0.010958612,GO:0002431,0.481481481,4.118549686,282
First,Endothelial,BP,Fc-gamma receptor signaling pathway,78,39,1.85E-05,0.003622566,GO:0038094,0.5,4.733488038,283
First,Endothelial,BP,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,75,38,2.94E-05,0.005341251,GO:0002433,0.506666667,4.532031728,284
First,Endothelial,BP,Fc-gamma receptor signaling pathway involved in phagocytosis,75,38,2.94E-05,0.005341251,GO:0038096,0.506666667,4.532031728,285
First,Endothelial,BP,interleukin-2 biosynthetic process,21,11,6.29E-04,0.04920862,GO:0042094,0.523809524,3.201028138,286
First,Endothelial,MF,phosphotyrosine residue binding,40,22,4.44E-04,0.040238416,GO:0001784,0.55,3.352647713,287
First,Endothelial,BP,positive regulation of interleukin-2 production,29,16,2.77E-04,0.029107614,GO:0032743,0.551724138,3.557374621,288
First,Endothelial,BP,positive regulation of superoxide anion generation,19,11,6.23E-04,0.048895962,GO:0032930,0.578947368,3.205291315,289
First,Endothelial,BP,leukocyte migration involved in inflammatory response,14,9,1.94E-04,0.022123885,GO:0002523,0.642857143,3.712870879,290
First,Endothelial,BP,positive regulation of sodium ion transmembrane transporter activity,14,11,2.17E-04,0.024097638,GO:2000651,0.785714286,3.663233965,291
First,Hofbauer,CC,cytoplasm,10837,2586.416667,3.33E-04,0.027631413,GO:0005737,0.238665375,3.477808655,292
First,Hofbauer,BP,response to stimulus,8475,2028.083333,4.92E-05,0.005923206,GO:0050896,0.239301868,4.307943694,293
First,Hofbauer,CC,membrane,8576,2066.416667,1.73E-06,3.62E-04,GO:0016020,0.240953436,5.761185606,294
First,Hofbauer,CC,cytoplasmic part,9146,2226.416667,1.36E-05,0.001975077,GO:0044444,0.243430644,4.865478653,295
First,Hofbauer,BP,signal transduction,5647,1401.666667,8.81E-05,0.009634205,GO:0007165,0.248214391,4.055083091,296
First,Hofbauer,BP,cell communication,6124,1522,2.13E-04,0.019722524,GO:0007154,0.248530372,3.671923024,297
First,Hofbauer,BP,response to stress,3765,936.25,1.54E-05,0.002208848,GO:0006950,0.248671979,4.811399405,298
First,Hofbauer,BP,signaling,6096,1523,1.17E-04,0.012021951,GO:0023052,0.249835958,3.932452974,299
First,Hofbauer,BP,defense response,1573,395,7.11E-08,2.02E-05,GO:0006952,0.251112524,7.148415807,300
First,Hofbauer,BP,positive regulation of biological process,5803,1479.833333,1.59E-04,0.015555982,GO:0048518,0.255011776,3.799576888,301
First,Hofbauer,CC,cytosol,4822,1237.083333,2.07E-04,0.019346805,GO:0005829,0.256549841,3.684746789,302
First,Hofbauer,BP,positive regulation of cellular process,5118,1316.5,4.73E-04,0.035395142,GO:0048522,0.257229386,3.325145074,303
First,Hofbauer,BP,regulation of defense response,798,206,1.17E-04,0.012021951,GO:0031347,0.258145363,3.93071589,304
First,Hofbauer,BP,response to cytokine,1141,294.8333333,5.58E-04,0.040393925,GO:0034097,0.258399065,3.253716605,305
First,Hofbauer,BP,innate immune response,858,222.1666667,1.62E-05,0.002282786,GO:0045087,0.258935509,4.791671143,306
First,Hofbauer,CC,plasma membrane,4999,1298.666667,6.65E-08,1.91E-05,GO:0005886,0.25978529,7.177260665,307
First,Hofbauer,CC,organelle membrane,2729,711.5,8.34E-05,0.009215158,GO:0031090,0.260718212,4.078592289,308
First,Hofbauer,BP,cytokine-mediated signaling pathway,748,195.3333333,4.57E-04,0.034753133,GO:0019221,0.26114082,3.340297154,309
First,Hofbauer,BP,localization,6282,1640.833333,6.06E-10,3.89E-07,GO:0051179,0.26119601,9.217554533,310
First,Hofbauer,BP,establishment of localization,4944,1293.666667,5.10E-09,2.23E-06,GO:0051234,0.26166397,8.292181279,311
First,Hofbauer,CC,cell periphery,5112,1339.166667,8.03E-09,3.29E-06,GO:0071944,0.26196531,8.095522097,312
First,Hofbauer,BP,transport,4823,1265.166667,2.77E-09,1.28E-06,GO:0006810,0.262319442,8.557918123,313
First,Hofbauer,BP,response to external stimulus,2275,597.1666667,1.66E-05,0.002336093,GO:0009605,0.262490842,4.778957174,314
First,Hofbauer,CC,endomembrane system,4181,1107.166667,5.76E-08,1.68E-05,GO:0012505,0.264809057,7.239672749,315
First,Hofbauer,CC,vesicle,3654,967.8333333,1.06E-08,3.94E-06,GO:0031982,0.264869549,7.976186746,316
First,Hofbauer,BP,regulation of response to stimulus,4007,1066.916667,2.48E-06,4.82E-04,GO:0048583,0.266263206,5.605546501,317
First,Hofbauer,BP,regulation of molecular function,2821,755.1666667,2.15E-04,0.019726785,GO:0065009,0.267694671,3.667454328,318
First,Hofbauer,BP,regulation of response to stress,1509,404.25,2.76E-05,0.003603671,GO:0080134,0.267892644,4.559667987,319
First,Hofbauer,BP,regulation of intracellular signal transduction,1856,503,6.90E-04,0.048400521,GO:1902531,0.271012931,3.161119719,320
First,Hofbauer,BP,positive regulation of protein metabolic process,1612,437,5.63E-04,0.04061364,GO:0051247,0.271091811,3.249675651,321
First,Hofbauer,BP,regulation of cytokine production,683,186,1.70E-04,0.016453831,GO:0001817,0.272327965,3.769589748,322
First,Hofbauer,BP,inflammatory response,748,204.6666667,1.92E-07,5.02E-05,GO:0006954,0.273618538,6.716312329,323
First,Hofbauer,BP,cell surface receptor signaling pathway,2796,768.1666667,6.09E-05,0.007062768,GO:0007166,0.274737721,4.215731277,324
First,Hofbauer,BP,intracellular signal transduction,2794,772.3333333,8.54E-06,0.001398222,GO:0035556,0.276425674,5.068371307,325
First,Hofbauer,CC,plasma membrane part,2658,734.8333333,2.09E-04,0.019493001,GO:0044459,0.276460998,3.679693771,326
First,Hofbauer,BP,regulation of transport,1802,499.3333333,2.17E-04,0.019817403,GO:0051049,0.277099519,3.663716231,327
First,Hofbauer,BP,positive regulation of intracellular signal transduction,1031,286,4.63E-04,0.035120375,GO:1902533,0.277400582,3.334281911,328
First,Hofbauer,BP,positive regulation of signaling,1770,492.3333333,2.37E-04,0.021426255,GO:0023056,0.278154426,3.624615509,329
First,Hofbauer,CC,cytoskeleton,2089,582,4.34E-04,0.033452037,GO:0005856,0.278602202,3.36271773,330
First,Hofbauer,BP,positive regulation of cell communication,1763,491.3333333,1.94E-04,0.018277948,GO:0010647,0.278691624,3.711219502,331
First,Hofbauer,BP,regulation of catalytic activity,2206,615.6666667,1.30E-05,0.001926665,GO:0050790,0.279087338,4.884484521,332
First,Hofbauer,BP,positive regulation of response to stimulus,2276,636.1666667,2.45E-08,7.65E-06,GO:0048584,0.279510838,7.610081488,333
First,Hofbauer,BP,positive regulation of signal transduction,1609,449.8333333,1.61E-04,0.01562961,GO:0009967,0.279573234,3.794359867,334
First,Hofbauer,BP,regulation of localization,2718,761.5,2.09E-06,4.16E-04,GO:0032879,0.280169242,5.680500697,335
First,Hofbauer,CC,vesicle lumen,324,91.5,3.93E-04,0.031540458,GO:0031983,0.282407407,3.405260239,336
First,Hofbauer,CC,cytoplasmic vesicle lumen,323,91.5,3.08E-04,0.026226339,GO:0060205,0.283281734,3.511713375,337
First,Hofbauer,BP,cytokine production,751,214,3.28E-06,6.28E-04,GO:0001816,0.284953395,5.483579517,338
First,Hofbauer,BP,immune system process,2762,788.6666667,2.09E-18,1.59E-14,GO:0002376,0.285541878,17.67971543,339
First,Hofbauer,BP,regulation of hydrolase activity,1219,348.6666667,3.46E-04,0.02863549,GO:0051336,0.286026798,3.460724994,340
First,Hofbauer,BP,positive regulation of phosphorylation,1009,290,3.07E-04,0.026226339,GO:0042327,0.28741328,3.512481103,341
First,Hofbauer,BP,regulation of response to external stimulus,813,234,1.28E-06,2.81E-04,GO:0032101,0.287822878,5.891544009,342
First,Hofbauer,BP,regulation of cellular component organization,2393,689.3333333,4.98E-05,0.005960518,GO:0051128,0.288062404,4.302924695,343
First,Hofbauer,BP,positive regulation of transport,943,272.3333333,2.49E-04,0.022298003,GO:0051050,0.288794627,3.603862617,344
First,Hofbauer,BP,regulation of secretion,777,225.8333333,3.24E-04,0.027266382,GO:0051046,0.290647791,3.489971026,345
First,Hofbauer,BP,positive regulation of phosphorus metabolic process,1076,313,6.92E-05,0.007753445,GO:0010562,0.290892193,4.159971551,346
First,Hofbauer,BP,positive regulation of phosphate metabolic process,1076,313,6.92E-05,0.007753445,GO:0045937,0.290892193,4.159971551,347
First,Hofbauer,CC,bounding membrane of organelle,1961,570.6666667,1.53E-08,5.26E-06,GO:0098588,0.291007989,7.816656875,348
First,Hofbauer,BP,movement of cell or subcellular component,2050,598,1.01E-05,0.001596843,GO:0006928,0.291707317,4.995337718,349
First,Hofbauer,BP,lymphocyte mediated immunity,235,69,4.20E-04,0.032802505,GO:0002449,0.293617021,3.376762707,350
First,Hofbauer,BP,cytokine secretion,228,67,3.61E-04,0.029758569,GO:0050663,0.293859649,3.442441181,351
First,Hofbauer,MF,protein-containing complex binding,1088,320.5,3.83E-04,0.031025789,GO:0044877,0.294577206,3.41653316,352
First,Hofbauer,MF,enzyme binding,2112,623.1666667,5.34E-06,9.55E-04,GO:0019899,0.295059975,5.272131173,353
First,Hofbauer,CC,secretory granule lumen,306,90.5,1.12E-04,0.011705144,GO:0034774,0.295751634,3.950129065,354
First,Hofbauer,CC,intracellular vesicle,2201,651.3333333,2.61E-12,3.13E-09,GO:0097708,0.295926094,11.58277682,355
First,Hofbauer,CC,cytoplasmic vesicle,2198,651.3333333,2.11E-12,2.82E-09,GO:0031410,0.296329997,11.67647427,356
First,Hofbauer,BP,secretion,1585,473.1666667,3.62E-11,3.43E-08,GO:0046903,0.298527865,10.44166265,357
First,Hofbauer,CC,cytoplasmic vesicle part,1428,426.3333333,1.97E-09,9.94E-07,GO:0044433,0.298552754,8.706417745,358
First,Hofbauer,BP,immune response,1897,567.6666667,3.37E-22,7.68E-18,GO:0006955,0.299244421,21.47179059,359
First,Hofbauer,CC,secretory vesicle,950,284.8333333,1.95E-09,9.94E-07,GO:0099503,0.299824561,8.709359059,360
First,Hofbauer,BP,negative regulation of response to external stimulus,351,105.5,4.00E-04,0.03181509,GO:0032102,0.300569801,3.397963125,361
First,Hofbauer,BP,regulation of immune system process,1472,442.6666667,2.24E-14,5.66E-11,GO:0002682,0.300724638,13.64965631,362
First,Hofbauer,BP,locomotion,1822,548,3.12E-08,9.45E-06,GO:0040011,0.300768386,7.506519645,363
First,Hofbauer,BP,hematopoietic or lymphoid organ development,893,268.6666667,6.60E-06,0.001138291,GO:0048534,0.300858529,5.180135209,364
First,Hofbauer,BP,immune system development,944,284.6666667,1.09E-06,2.42E-04,GO:0002520,0.301553672,5.964408522,365
First,Hofbauer,BP,regulation of cellular component movement,1035,312.1666667,6.62E-05,0.007533043,GO:0051270,0.301610306,4.178961865,366
First,Hofbauer,BP,positive regulation of molecular function,1671,505.3333333,1.31E-07,3.54E-05,GO:0044093,0.302413724,6.883373239,367
First,Hofbauer,CC,secretory granule,802,242.8333333,2.46E-10,1.80E-07,GO:0030141,0.302784705,9.609399686,368
First,Hofbauer,BP,regulation of transferase activity,932,282.3333333,6.84E-05,0.007739832,GO:0051338,0.302932761,4.165034737,369
First,Hofbauer,BP,cell motility,1600,485.1666667,8.54E-09,3.29E-06,GO:0048870,0.303229167,8.068586447,370
First,Hofbauer,BP,localization of cell,1600,485.1666667,8.54E-09,3.29E-06,GO:0051674,0.303229167,8.068586447,371
First,Hofbauer,BP,positive regulation of immune response,754,229.1666667,2.33E-08,7.35E-06,GO:0050778,0.303934571,7.633211748,372
First,Hofbauer,BP,negative regulation of immune system process,443,134.8333333,7.67E-06,0.001282949,GO:0002683,0.304364184,5.115213967,373
First,Hofbauer,BP,hemopoiesis,851,259.6666667,1.78E-06,3.68E-04,GO:0030097,0.305131218,5.749667496,374
First,Hofbauer,BP,regulation of locomotion,1023,314,4.33E-06,7.95E-04,GO:0040012,0.306940371,5.363378462,375
First,Hofbauer,BP,secretion by cell,1454,446.6666667,2.01E-12,2.82E-09,GO:0032940,0.307198533,11.69680324,376
First,Hofbauer,BP,autophagy,476,146.5,2.52E-04,0.022433815,GO:0006914,0.307773109,3.597819218,377
First,Hofbauer,BP,process utilizing autophagic mechanism,476,146.5,2.52E-04,0.022433815,GO:0061919,0.307773109,3.597819218,378
First,Hofbauer,BP,regulation of cell motility,952,293.1666667,7.39E-06,0.001245733,GO:2000145,0.307948179,5.131203495,379
First,Hofbauer,BP,immune effector process,1113,343.1666667,1.23E-14,3.49E-11,GO:0002252,0.308325846,13.91065399,380
First,Hofbauer,BP,regulation of immune effector process,379,117,1.82E-06,3.74E-04,GO:0002697,0.308707124,5.739172621,381
First,Hofbauer,BP,cytoskeleton organization,1264,390.3333333,9.28E-05,0.010056255,GO:0007010,0.308808017,4.032306726,382
First,Hofbauer,BP,positive regulation of cellular component organization,1205,372.8333333,1.25E-05,0.001882562,GO:0051130,0.309405256,4.903236007,383
First,Hofbauer,BP,myeloid leukocyte migration,197,61,1.54E-04,0.015183884,GO:0097529,0.30964467,3.811967458,384
First,Hofbauer,BP,positive regulation of catalytic activity,1343,416.3333333,1.69E-07,4.51E-05,GO:0043085,0.310002482,6.773103391,385
First,Hofbauer,BP,cell migration,1450,450.1666667,2.72E-09,1.28E-06,GO:0016477,0.31045977,8.566117084,386
First,Hofbauer,BP,regulation of hemopoiesis,454,141,3.27E-05,0.004130007,GO:1903706,0.310572687,4.48573899,387
First,Hofbauer,BP,regulation of immune response,957,297.6666667,1.84E-12,2.82E-09,GO:0050776,0.311041449,11.73427233,388
First,Hofbauer,CC,whole membrane,1581,492.3333333,1.01E-10,8.20E-08,GO:0098805,0.311406283,9.996034619,389
First,Hofbauer,BP,biological adhesion,1363,424.8333333,1.91E-06,3.87E-04,GO:0022610,0.3116899,5.718859646,390
First,Hofbauer,BP,positive regulation of immune system process,1020,318.1666667,1.54E-12,2.82E-09,GO:0002684,0.311928105,11.81315718,391
First,Hofbauer,BP,positive regulation of response to external stimulus,309,96.5,7.87E-06,0.001297054,GO:0032103,0.312297735,5.104125269,392
First,Hofbauer,BP,cell-cell adhesion,799,249.8333333,4.54E-05,0.005553631,GO:0098609,0.31268252,4.342872317,393
First,Hofbauer,BP,positive regulation of hydrolase activity,723,226.3333333,2.13E-04,0.019722524,GO:0051345,0.313047487,3.671064717,394
First,Hofbauer,BP,cell adhesion,1357,424.8333333,1.05E-06,2.36E-04,GO:0007155,0.313068042,5.979096338,395
First,Hofbauer,BP,regulation of cell migration,895,281.1666667,2.26E-06,4.47E-04,GO:0030334,0.3141527,5.646406127,396
First,Hofbauer,BP,regulation of leukocyte proliferation,210,66,1.71E-04,0.016453831,GO:0070663,0.314285714,3.767783265,397
First,Hofbauer,BP,interleukin-6 production,151,47.5,2.84E-04,0.024727789,GO:0032635,0.314569536,3.547136515,398
First,Hofbauer,BP,regulation of mononuclear cell proliferation,197,62,3.64E-04,0.029933538,GO:0032944,0.314720812,3.438324494,399
First,Hofbauer,BP,regulation of kinase activity,835,262.8333333,2.17E-05,0.002898698,GO:0043549,0.314770459,4.664310446,400
First,Hofbauer,CC,cytoplasmic vesicle membrane,741,233.8333333,1.75E-05,0.00244791,GO:0030659,0.315564552,4.755979207,401
First,Hofbauer,BP,mononuclear cell proliferation,255,80.5,2.42E-05,0.003202744,GO:0032943,0.315686275,4.61591168,402
First,Hofbauer,BP,leukocyte mediated immunity,739,233.3333333,2.02E-12,2.82E-09,GO:0002443,0.315741994,11.69539973,403
First,Hofbauer,BP,regulation of lymphocyte proliferation,196,62,3.19E-04,0.026964481,GO:0050670,0.316326531,3.496417959,404
First,Hofbauer,BP,positive regulation of locomotion,572,181,3.14E-05,0.004023076,GO:0040017,0.316433566,4.502997119,405
First,Hofbauer,BP,positive regulation of cellular component movement,559,177,5.86E-05,0.006875809,GO:0051272,0.316636852,4.231836807,406
First,Hofbauer,BP,positive regulation of organelle organization,602,190.8333333,8.91E-05,0.009701877,GO:0010638,0.316998893,4.049960249,407
First,Hofbauer,BP,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,247,78.5,5.39E-05,0.006384134,GO:0002460,0.317813765,4.268559055,408
First,Hofbauer,BP,regulation of leukocyte migration,183,58.16666667,5.64E-04,0.04061364,GO:0002685,0.317850638,3.248603315,409
First,Hofbauer,BP,positive regulation of immune effector process,206,65.5,4.72E-04,0.035395142,GO:0002699,0.317961165,3.325795715,410
First,Hofbauer,BP,lymphocyte proliferation,253,80.5,1.78E-05,0.002466206,GO:0046651,0.318181818,4.750089089,411
First,Hofbauer,BP,B cell activation,226,72,3.72E-04,0.030360406,GO:0042113,0.318584071,3.429050533,412
First,Hofbauer,BP,activation of immune response,584,186.3333333,7.64E-08,2.14E-05,GO:0002253,0.319063927,7.117141294,413
First,Hofbauer,BP,vesicle-mediated transport,1909,611.5,7.91E-17,2.57E-13,GO:0016192,0.320324777,16.10181626,414
First,Hofbauer,BP,regulation of interleukin-6 production,142,45.5,2.20E-04,0.020061417,GO:0032675,0.320422535,3.656660702,415
First,Hofbauer,CC,vesicle membrane,760,243.8333333,4.44E-06,8.07E-04,GO:0012506,0.320833333,5.352999655,416
First,Hofbauer,BP,cell chemotaxis,284,91.16666667,1.13E-05,0.00177363,GO:0060326,0.32100939,4.946731303,417
First,Hofbauer,BP,positive regulation of cell motility,542,174,2.04E-05,0.002757739,GO:2000147,0.32103321,4.691099798,418
First,Hofbauer,BP,leukocyte chemotaxis,212,68.66666667,1.86E-05,0.002547434,GO:0030595,0.323899371,4.730751205,419
First,Hofbauer,BP,regulated exocytosis,755,244.6666667,4.68E-10,3.13E-07,GO:0045055,0.32406181,9.329707979,420
First,Hofbauer,BP,cell activation,1310,424.8333333,5.23E-18,2.97E-14,GO:0001775,0.324300254,17.28179398,421
First,Hofbauer,BP,regulation of cellular component biogenesis,906,294.5,1.73E-06,3.62E-04,GO:0044087,0.325055188,5.762333875,422
First,Hofbauer,CC,lysosome,649,211,1.50E-08,5.24E-06,GO:0005764,0.325115562,7.824454165,423
First,Hofbauer,BP,positive regulation of transferase activity,620,202,6.53E-05,0.007465931,GO:0051347,0.325806452,4.185025287,424
First,Hofbauer,CC,lytic vacuole,650,212,1.18E-08,4.27E-06,GO:0000323,0.326153846,7.926961275,425
First,Hofbauer,BP,positive regulation of protein kinase activity,508,166,5.11E-04,0.037607439,GO:0045860,0.326771654,3.291730071,426
First,Hofbauer,BP,regulation of protein complex assembly,446,146.5,8.24E-05,0.009139052,GO:0043254,0.328475336,4.084307278,427
First,Hofbauer,BP,exocytosis,857,281.6666667,2.30E-11,2.28E-08,GO:0006887,0.328665889,10.63769916,428
First,Hofbauer,BP,neutrophil mediated immunity,480,157.8333333,1.95E-09,9.94E-07,GO:0002446,0.328819444,8.709795728,429
First,Hofbauer,BP,regulation of vesicle-mediated transport,509,167.8333333,1.34E-04,0.013466978,GO:0060627,0.3297315,3.871666289,430
First,Hofbauer,MF,enzyme activator activity,477,157.3333333,5.15E-04,0.03777786,GO:0008047,0.329839273,3.288363268,431
First,Hofbauer,BP,adaptive immune response,392,129.5,6.12E-09,2.63E-06,GO:0002250,0.330357143,8.213333302,432
First,Hofbauer,CC,late endosome,240,79.33333333,4.77E-04,0.035467829,GO:0005770,0.330555556,3.321406277,433
First,Hofbauer,BP,positive regulation of cell migration,520,172,3.67E-06,6.84E-04,GO:0030335,0.330769231,5.435724049,434
First,Hofbauer,CC,vacuole,740,245,1.61E-10,1.22E-07,GO:0005773,0.331081081,9.792795184,435
First,Hofbauer,BP,leukocyte proliferation,279,92.5,3.21E-07,8.02E-05,GO:0070661,0.331541219,6.493819398,436
First,Hofbauer,BP,neutrophil activation,478,158.8333333,9.42E-10,5.23E-07,GO:0042119,0.332287308,9.025805228,437
First,Hofbauer,BP,leukocyte activation,1161,385.8333333,1.46E-19,1.66E-15,GO:0045321,0.332328452,18.83471061,438
First,Hofbauer,BP,myeloid leukocyte mediated immunity,529,175.8333333,1.34E-10,1.05E-07,GO:0002444,0.332388154,9.873430979,439
First,Hofbauer,BP,taxis,616,205.1666667,2.37E-05,0.003152274,GO:0042330,0.333062771,4.625342303,440
First,Hofbauer,CC,endosome,849,282.8333333,8.29E-09,3.29E-06,GO:0005768,0.333137024,8.081574387,441
First,Hofbauer,BP,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,138,46,3.95E-04,0.031540458,GO:0002822,0.333333333,3.403249453,442
First,Hofbauer,BP,supramolecular fiber organization,639,213.5,6.25E-05,0.007212209,GO:0097435,0.334115806,4.204427779,443
